0, 4464.819524, 0.116151, 0.000068, -0.098624
0, 4464.819607, 0.116233, 0.000063, -0.078706
0, 4464.819673, 0.116300, 0.000063, -0.058773
0, 4464.819741, 0.116367, 0.000065, -0.038840
0, 4464.830166, 0.116463, 0.000093, -0.018937
0, 4464.830251, 0.116550, 0.000069, -0.009351
2, 4465.003355, 0.000028, 0.000005, -0.141858
1, 4465.003377, 0.031544, 0.031527, -0.110376
0, 4465.013017, 0.116736, 0.000183, 0.091060
2, 4465.052802, 0.000062, 0.000007, -0.191306
1, 4465.052822, 0.063958, 0.032409, -0.274889
0, 4465.053344, 0.116857, 0.000106, -0.071639
3, 4465.060799, 0.044405, 0.003821, -0.155407
2, 4465.086038, 0.000093, 0.000007, -0.024542
1, 4465.086057, 0.093911, 0.029949, -0.301873
3, 4465.093197, 0.044502, 0.000084, -0.199397
0, 4465.094809, 0.116990, 0.000127, 0.008022
2, 4465.114307, 0.000129, 0.000008, -0.012812
1, 4465.114328, 0.119865, 0.025950, -0.311110
0, 4465.115023, 0.117101, 0.000091, -0.033421
3, 4465.115035, 0.044557, 0.000041, -0.031752
2, 4465.143386, 0.000163, 0.000007, -0.001890
1, 4465.143415, 0.146155, 0.026285, -0.319716
0, 4465.145291, 0.117214, 0.000106, 0.186363
3, 4465.147308, 0.044628, 0.000068, -0.013608
1, 4465.172141, 0.172249, 0.026088, -0.248010
0, 4465.175574, 0.117342, 0.000117, 0.156079
2, 4465.181571, 0.000224, 0.000025, 0.009348
3, 4465.189146, 0.044715, 0.000076, -0.005896
1, 4465.201101, 0.198429, 0.026164, -0.256823
0, 4465.205851, 0.117464, 0.000112, 0.165803
2, 4465.221563, 0.000268, 0.000015, 0.020390
1, 4465.228112, 0.224611, 0.026165, -0.125784
3, 4465.230984, 0.044810, 0.000081, -0.007741
0, 4465.236127, 0.117609, 0.000133, 0.175503
1, 4465.257592, 0.250892, 0.026267, -0.152896
2, 4465.261565, 0.000327, 0.000025, 0.033368
3, 4465.262741, 0.044881, 0.000059, -0.009556
0, 4465.266415, 0.117744, 0.000118, 0.185238
1, 4465.286292, 0.276640, 0.025730, 0.058160
0, 4465.286654, 0.117876, 0.000116, 0.194951
2, 4465.301565, 0.000361, 0.000021, 0.039899
3, 4465.304653, 0.044963, 0.000076, -0.001325
1, 4465.313933, 0.301972, 0.025314, 0.029877
0, 4465.316918, 0.117988, 0.000105, 0.214733
2, 4465.341591, 0.000407, 0.000027, 0.039889
3, 4465.346443, 0.045061, 0.000087, -0.003252
1, 4465.349119, 0.328044, 0.026053, 0.041495
0, 4465.358104, 0.118129, 0.000129, 0.184438
2, 4465.381729, 0.000454, 0.000024, 0.039863
3, 4465.388344, 0.045145, 0.000070, -0.005028
1, 4465.391147, 0.355951, 0.027890, 0.044473
0, 4465.400132, 0.118300, 0.000158, 0.183225
2, 4465.421598, 0.000511, 0.000041, 0.039714
3, 4465.430429, 0.045233, 0.000074, -0.006933
1, 4465.433145, 0.382408, 0.026439, 0.043896
0, 4465.442111, 0.118455, 0.000140, 0.181211
2, 4465.461632, 0.000576, 0.000041, 0.039838
3, 4465.462274, 0.045312, 0.000066, -0.009009
1, 4465.464823, 0.408497, 0.026071, 0.042266
0, 4465.472416, 0.118579, 0.000111, 0.179265
2, 4465.501633, 0.000632, 0.000034, 0.039813
3, 4465.504112, 0.045413, 0.000093, -0.000876
1, 4465.506842, 0.436435, 0.027920, 0.048738
0, 4465.512798, 0.118724, 0.000132, 0.188937
2, 4465.541632, 0.000698, 0.000043, 0.039801
3, 4465.546004, 0.045530, 0.000105, -0.002731
1, 4465.548899, 0.464954, 0.028502, 0.046139
0, 4465.553204, 0.118866, 0.000129, 0.188559
2, 4465.581632, 0.000766, 0.000044, 0.039800
3, 4465.588034, 0.045643, 0.000099, -0.004618
1, 4465.590709, 0.490469, 0.025497, 0.047086
0, 4465.593640, 0.119039, 0.000162, 0.188121
2, 4465.621589, 0.000831, 0.000042, 0.039803
3, 4465.629932, 0.045772, 0.000112, -0.006662
1, 4465.632726, 0.518268, 0.027781, 0.042992
0, 4465.634023, 0.119172, 0.000122, 0.187727
2, 4465.661598, 0.000897, 0.000041, 0.039846
3, 4465.661690, 0.045878, 0.000090, -0.008537
1, 4465.664471, 0.546121, 0.027836, 0.040921
0, 4465.674360, 0.119303, 0.000122, 0.187344
2, 4465.701630, 0.000954, 0.000031, 0.039847
3, 4465.703614, 0.045999, 0.000105, -0.000310
1, 4465.706397, 0.573917, 0.027779, 0.049232
0, 4465.715397, 0.119452, 0.000136, 0.186990
2, 4465.741625, 0.001008, 0.000033, 0.039815
3, 4465.745711, 0.046096, 0.000081, -0.002210
1, 4465.748642, 0.600688, 0.026754, 0.048331
0, 4465.757581, 0.119613, 0.000146, 0.185941
2, 4465.781633, 0.001073, 0.000040, 0.039811
3, 4465.787905, 0.046198, 0.000085, -0.004311
1, 4465.790833, 0.628106, 0.027400, 0.045440
0, 4465.799804, 0.119768, 0.000141, 0.183762
2, 4465.821596, 0.001142, 0.000044, 0.039800
3, 4465.830196, 0.046473, 0.000076, -0.006680
1, 4465.833000, 0.655514, 0.027391, 0.043259
0, 4465.842017, 0.119958, 0.000176, 0.181505
2, 4465.861600, 0.001197, 0.000034, 0.039849
3, 4465.862067, 0.046580, 0.000091, -0.008802
1, 4465.864862, 0.682675, 0.027143, 0.041340
0, 4465.873782, 0.120103, 0.000131, 0.179337
2, 4465.901625, 0.001256, 0.000034, 0.039842
3, 4465.904098, 0.046677, 0.000084, -0.000664
1, 4465.906888, 0.709338, 0.026645, 0.049974
0, 4465.915866, 0.120268, 0.000151, 0.187552
2, 4465.941636, 0.001320, 0.000038, 0.039812
3, 4465.946185, 0.046776, 0.000083, -0.002696
1, 4465.948988, 0.736724, 0.027368, 0.047226
0, 4465.957982, 0.120415, 0.000134, 0.185485
2, 4465.981632, 0.001380, 0.000039, 0.039804
3, 4465.988318, 0.046873, 0.000081, -0.004781
1, 4465.991182, 0.764417, 0.027675, 0.044819
0, 4466.000129, 0.120634, 0.000205, 0.183298
2, 4466.021635, 0.001458, 0.000053, 0.039792
3, 4466.030437, 0.046974, 0.000084, -0.006917
1, 4466.033197, 0.792326, 0.027891, 0.042409
