0, 4311.230251, 0.014601, 0.000005, 0.004599
0, 4311.230271, 0.014621, 0.000003, 0.024579
0, 4311.230276, 0.014626, 0.000002, 0.044574
0, 4311.230281, 0.014631, 0.000002, 0.064569
0, 4311.240500, 0.014660, 0.000027, 0.084540
0, 4311.240518, 0.014680, 0.000004, 0.094331
1, 4311.277548, 0.003943, 0.003927, 0.020634
2, 4311.279115, 0.000021, 0.000005, -0.008777
0, 4311.280482, 0.014711, 0.000028, 0.189791
1, 4311.296427, 0.005963, 0.002003, -0.004716
2, 4311.297513, 0.000055, 0.000007, -0.027174
1, 4311.299292, 0.008116, 0.002138, -0.003729
0, 4311.305005, 0.014752, 0.000032, 0.189819
0, 4311.305027, 0.014775, 0.000005, 0.165313
3, 4311.305957, 0.038128, 0.000052, -0.024958
1, 4311.306776, 0.010105, 0.001974, 0.013570
2, 4311.310583, 0.000111, 0.000034, 0.010235
0, 4311.315108, 0.014804, 0.000024, 0.165284
3, 4311.316653, 0.038191, 0.000056, -0.035679
1, 4311.317281, 0.011956, 0.001837, 0.026224
0, 4311.328066, 0.014841, 0.000026, 0.155196
2, 4311.350407, 0.000149, 0.000022, 0.039720
3, 4311.358382, 0.038280, 0.000082, -0.006400
1, 4311.359093, 0.013512, 0.001543, 0.111505
0, 4311.368962, 0.014897, 0.000044, 0.182219
2, 4311.390438, 0.000205, 0.000041, 0.039880
3, 4311.399174, 0.038368, 0.000073, -0.008128
1, 4311.399751, 0.015342, 0.001817, 0.109419
0, 4311.409731, 0.014959, 0.000048, 0.181317
2, 4311.430435, 0.000264, 0.000037, 0.039847
3, 4311.440085, 0.038536, 0.000154, -0.009001
1, 4311.440677, 0.017143, 0.001790, 0.108790
0, 4311.450583, 0.015023, 0.000042, 0.180547
2, 4311.470429, 0.000313, 0.000032, 0.039859
3, 4311.470811, 0.038624, 0.000070, -0.009831
1, 4311.471405, 0.018787, 0.001631, 0.068021
0, 4311.481361, 0.015076, 0.000040, 0.179705
2, 4311.510474, 0.000367, 0.000036, 0.039860
3, 4311.511677, 0.038713, 0.000076, -0.000559
1, 4311.512354, 0.020260, 0.001460, 0.077464
0, 4311.522319, 0.015143, 0.000052, 0.188913
2, 4311.550474, 0.000424, 0.000038, 0.039813
3, 4311.552670, 0.038803, 0.000078, -0.001427
1, 4311.553389, 0.021846, 0.001576, 0.076401
0, 4311.563231, 0.015203, 0.000041, 0.187963
2, 4311.590480, 0.000478, 0.000038, 0.039815
3, 4311.593549, 0.038902, 0.000090, -0.002428
1, 4311.594154, 0.023730, 0.001869, 0.075072
0, 4311.604292, 0.015262, 0.000044, 0.187050
2, 4311.630472, 0.000530, 0.000034, 0.039810
3, 4311.635473, 0.038994, 0.000078, -0.003300
1, 4311.636069, 0.025236, 0.001496, 0.074681
0, 4311.646021, 0.015324, 0.000050, 0.185987
2, 4311.670409, 0.000581, 0.000033, 0.039819
3, 4311.676321, 0.039093, 0.000090, -0.005230
1, 4311.676946, 0.027584, 0.002335, 0.071925
0, 4311.686827, 0.015386, 0.000044, 0.184259
2, 4311.710471, 0.000645, 0.000052, 0.039869
3, 4311.717191, 0.039190, 0.000083, -0.006077
1, 4311.717789, 0.029110, 0.001515, 0.071869
0, 4311.727741, 0.015447, 0.000049, 0.183454
2, 4311.750471, 0.000714, 0.000053, 0.039802
3, 4311.758043, 0.039284, 0.000079, -0.006943
1, 4311.758653, 0.030628, 0.001507, 0.071035
0, 4311.768606, 0.015514, 0.000050, 0.182533
