0, 4300.885124, 0.084111, 0.000005, -0.077674
0, 4300.885359, 0.084345, 0.000216, -0.067908
0, 4300.885409, 0.084395, 0.000046, -0.057959
0, 4300.885416, 0.084403, 0.000005, -0.047966
1, 4300.892402, 0.006973, 0.006957, -0.074932
1, 4300.895283, 0.009850, 0.002860, -0.067827
0, 4300.895501, 0.084436, 0.000031, -0.038000
0, 4300.895516, 0.084451, 0.000008, -0.038066
0, 4300.895524, 0.084460, 0.000005, 0.019955
0, 4300.895532, 0.084468, 0.000005, 0.029947
2, 4301.026536, 0.000027, 0.000006, -0.121058
1, 4301.026558, 0.042639, 0.032775, -0.090621
0, 4301.034350, 0.084587, 0.000117, 0.039828
2, 4301.054653, 0.000056, 0.000006, -0.149175
1, 4301.054672, 0.056860, 0.014216, -0.193328
1, 4301.061381, 0.063298, 0.006434, -0.203660
3, 4301.063764, 0.035251, 0.000193, -0.136919
0, 4301.064936, 0.084656, 0.000053, -0.088938
0, 4301.064951, 0.084673, 0.000005, -0.059472
2, 4301.066440, 0.000112, 0.000027, -0.135910
1, 4301.069803, 0.070184, 0.006869, -0.152786
0, 4301.075034, 0.084702, 0.000026, 0.080499
3, 4301.075055, 0.035306, 0.000046, -0.158338
1, 4301.078486, 0.077893, 0.007695, -0.152033
0, 4301.085198, 0.084743, 0.000024, 0.090406
2, 4301.085548, 0.000173, 0.000040, 0.015645
3, 4301.085904, 0.035357, 0.000048, -0.149627
1, 4301.087230, 0.083660, 0.005749, -0.148770
0, 4301.095346, 0.084787, 0.000029, 0.080238
2, 4301.105548, 0.000210, 0.000024, 0.019897
3, 4301.106835, 0.035432, 0.000068, -0.000500
1, 4301.108206, 0.089684, 0.006008, -0.147773
0, 4301.115598, 0.084887, 0.000084, 0.090034
2, 4301.125571, 0.000247, 0.000022, 0.019897
3, 4301.127843, 0.035532, 0.000084, -0.001454
1, 4301.129645, 0.095468, 0.005767, -0.088508
0, 4301.135765, 0.084951, 0.000041, 0.089819
2, 4301.145687, 0.000283, 0.000024, 0.019875
3, 4301.148827, 0.035600, 0.000061, -0.002432
1, 4301.150059, 0.103149, 0.007667, 0.048155
0, 4301.156082, 0.085008, 0.000041, 0.089659
2, 4301.165569, 0.000326, 0.000027, 0.019751
3, 4301.169785, 0.035677, 0.000069, -0.003425
1, 4301.171063, 0.108292, 0.005126, 0.050279
0, 4301.176289, 0.085071, 0.000039, 0.089336
2, 4301.185610, 0.000371, 0.000027, 0.019867
3, 4301.190725, 0.035745, 0.000060, -0.004373
1, 4301.192076, 0.112585, 0.004278, 0.030125
0, 4301.196466, 0.085127, 0.000040, 0.089135
2, 4301.205608, 0.000425, 0.000039, 0.019817
3, 4301.211779, 0.035845, 0.000085, -0.005344
1, 4301.213030, 0.117653, 0.005051, 0.028338
0, 4301.216641, 0.085183, 0.000039, 0.088960
2, 4301.225602, 0.000475, 0.000035, 0.019823
3, 4301.232790, 0.035931, 0.000071, -0.006384
1, 4301.234035, 0.122657, 0.004987, 0.027447
0, 4301.236838, 0.085251, 0.000053, 0.088772
2, 4301.245553, 0.000530, 0.000038, 0.019825
3, 4301.253794, 0.036018, 0.000073, -0.007396
1, 4301.255130, 0.131943, 0.009271, 0.022161
0, 4301.256993, 0.085301, 0.000041, 0.088592
2, 4301.265569, 0.000595, 0.000043, 0.019865
3, 4301.274789, 0.036100, 0.000068, -0.008396
1, 4301.275968, 0.138536, 0.006579, 0.023758
0, 4301.277162, 0.085348, 0.000039, 0.088440
2, 4301.285615, 0.000664, 0.000044, 0.019845
3, 4301.285648, 0.036166, 0.000057, -0.009374
1, 4301.286936, 0.144190, 0.005636, 0.023860
0, 4301.287241, 0.085376, 0.000019, 0.088291
2, 4301.305615, 0.000721, 0.000034, 0.019808
3, 4301.306562, 0.036243, 0.000068, -0.000245
1, 4301.307841, 0.149278, 0.005075, 0.033457
0, 4301.317466, 0.085429, 0.000047, 0.098186
2, 4301.325568, 0.000767, 0.000023, 0.019821
3, 4301.327503, 0.036329, 0.000079, -0.001168
1, 4301.329067, 0.154408, 0.005112, 0.032511
0, 4301.338533, 0.085487, 0.000035, 0.087957
2, 4301.345578, 0.000807, 0.000030, 0.019873
3, 4301.348591, 0.036411, 0.000069, -0.002104
1, 4301.349828, 0.159136, 0.004713, 0.031685
0, 4301.359449, 0.085566, 0.000057, 0.086869
2, 4301.365568, 0.000852, 0.000028, 0.019858
3, 4301.369594, 0.036488, 0.000062, -0.003187
1, 4301.370955, 0.169181, 0.010028, 0.025609
0, 4301.380519, 0.085619, 0.000038, 0.085979
2, 4301.385547, 0.000892, 0.000025, 0.019873
3, 4301.390572, 0.036567, 0.000065, -0.004192
1, 4301.391783, 0.177150, 0.007955, 0.026557
0, 4301.401486, 0.085689, 0.000047, 0.084892
2, 4301.405610, 0.000940, 0.000033, 0.019886
3, 4301.411594, 0.036635, 0.000060, -0.005160
1, 4301.412984, 0.182547, 0.005382, 0.028302
0, 4301.422531, 0.085755, 0.000044, 0.083929
2, 4301.425566, 0.000999, 0.000044, 0.019812
3, 4301.432641, 0.036771, 0.000062, -0.006249
1, 4301.433911, 0.188298, 0.005737, 0.026746
0, 4301.443606, 0.085855, 0.000079, 0.082850
2, 4301.445567, 0.001057, 0.000043, 0.019857
3, 4301.453616, 0.036860, 0.000076, -0.007251
1, 4301.454913, 0.193652, 0.005339, 0.026217
0, 4301.464497, 0.085921, 0.000043, 0.081809
2, 4301.465565, 0.001114, 0.000041, 0.019857
3, 4301.474623, 0.036939, 0.000065, -0.008215
1, 4301.475947, 0.198627, 0.004961, 0.025593
0, 4301.485550, 0.085976, 0.000034, 0.080929
2, 4301.485582, 0.001160, 0.000032, 0.019870
3, 4301.495651, 0.037012, 0.000065, -0.009216
1, 4301.497027, 0.208256, 0.009611, 0.019906
2, 4301.505572, 0.001214, 0.000045, 0.019844
0, 4301.506549, 0.086028, 0.000031, 0.079878
3, 4301.506563, 0.037073, 0.000046, -0.010231
1, 4301.508130, 0.214646, 0.006375, 0.022064
0, 4301.516707, 0.086116, 0.000080, 0.078844
2, 4301.525566, 0.001260, 0.000028, 0.019864
3, 4301.527575, 0.037150, 0.000073, -0.001161
1, 4301.528911, 0.219681, 0.005018, 0.032316
0, 4301.536919, 0.086192, 0.000055, 0.088698
2, 4301.545611, 0.001306, 0.000031, 0.019869
3, 4301.548546, 0.037230, 0.000068, -0.002175
1, 4301.549793, 0.224581, 0.004885, 0.031670
0, 4301.557104, 0.086256, 0.000042, 0.088498
2, 4301.565585, 0.001354, 0.000032, 0.019822
3, 4301.569526, 0.037320, 0.000075, -0.003154
1, 4301.570929, 0.234612, 0.010014, 0.025658
0, 4301.577291, 0.086314, 0.000044, 0.088319
2, 4301.585608, 0.001406, 0.000032, 0.019844
3, 4301.590506, 0.037412, 0.000079, -0.004138
1, 4301.591755, 0.241513, 0.006888, 0.027651
0, 4301.597593, 0.086430, 0.000099, 0.088073
2, 4301.605569, 0.001453, 0.000031, 0.019827
3, 4301.611486, 0.037498, 0.000071, -0.005111
1, 4301.612852, 0.246900, 0.005373, 0.028339
0, 4301.617815, 0.086495, 0.000042, 0.087823
2, 4301.625576, 0.001501, 0.000040, 0.019863
3, 4301.632466, 0.037582, 0.000070, -0.006090
1, 4301.633708, 0.252556, 0.005641, 0.026974
0, 4301.638027, 0.086550, 0.000039, 0.087611
2, 4301.645579, 0.001559, 0.000042, 0.019847
3, 4301.653418, 0.037673, 0.000077, -0.007076
1, 4301.654783, 0.262643, 0.010071, 0.021686
0, 4301.658243, 0.086601, 0.000041, 0.087403
2, 4301.665568, 0.001620, 0.000042, 0.019841
3, 4301.674424, 0.037769, 0.000081, -0.008033
